"Sortera i bokstavsordning genom att högerklicka på en kolumn och sedan klicka på ""Sortera arbetsblad A -> Z""",,,,,,,,,,,,
Title,Composer,Lyricist,Arranger,Ensemble,Language,Licenceholder,PLAY Producer,Scorx product ID,PÅSKMUSIK,JULMUSIK,Link to product in ScorX e-shop,Link to webshop to purchase printed score
Ein deutsches Requiem 3-1. Herr lehre doch mich,Johannes Brahms,Bibeln,,SATB,German,Körakademin,Körakademin,2369,,,https://scorx.org/Product/Product?Id=5962,
Ein deutsches Requiem 3-2. Ich hoffe auf Dich,Johannes Brahms,Bibeln,,SATB,German,Körakademin,Körakademin,2370,,,https://scorx.org/Product/Product?Id=5963,
Ein deutsches Requiem 4. Wie lieblich sind deine Wohnungen,Johannes Brahms,Bibeln,,SATB,German,Körakademin,Körakademin,2371,,,https://scorx.org/Product/Product?Id=5964,
Ein deutsches Requiem 5. Ihr habt nun Traurigkeit,Johannes Brahms,Bibeln,,SATB,German,Körakademin,Körakademin,2372,,,https://scorx.org/Product/Product?Id=5965,
Ein deutsches Requiem 6-1. Denn wie haben hie keine bleibende Statt,Johannes Brahms,Bibeln,,SATB,German,Körakademin,Körakademin,2373,,,https://scorx.org/Product/Product?Id=5966,
Ein deutsches Requiem 6-2. Der Tod ist verschlungen,Johannes Brahms,Bibeln,,SATB,German,Körakademin,Körakademin,2374,,,https://scorx.org/Product/Product?Id=5967,
Ein deutsches Requiem 6-3. Herr du bist würdig,Johannes Brahms,Bibeln,,SATB,German,Körakademin,Körakademin,2375,,,https://scorx.org/Product/Product?Id=5968,
Ein deutsches Requiem 7. Selig sind die Toten,Johannes Brahms,Bibeln,,SATB,German,Körakademin,Körakademin,2376,,,https://scorx.org/Product/Product?Id=5969,
En gång i min ungdom,Trad. Sverige,Trad.,Anders Nyberg,SATB,Swedish,Peace of Music,Körakademin,746,,,https://scorx.org/Product/Product?Id=1194,http://peaceofmusic.com/Cms.aspx/Show/44
En källa av kärlek,Nadja Eriksson,Nils Holmqvist,Björn Claeson,SAB,Swedish,Gehrmans,Körakademin,602,,,https://scorx.org/Product/Product?Id=950,
En mångfald gåvor du oss ger,Jens Eriksson,Anders Frostenson,,"SATB, Mixed Choir",Swedish,Gehrmans,Körakademin,2005,,,https://scorx.org/Product/Product?Id=4001,
En skrift i snön,Benny Andersson,Kristina Lugn,,SATB,Swedish,Gehrmans,Körakademin,1811,,JA,https://scorx.org/Product/Product?Id=3790,http://www.gehrmans.se/butik/kor/en-skrift-i-snon-mm-007
En stund på jorden,Laleh Pourkarim,Laleh Pourkarim,Eva Forngren Sundqvist,SATB,Svenska,Gehrmans,Körakademin,2419,,,https://scorx.org/Product/Product?Id=6084,
En välsignelse,Fredrik Sixten,Sven Sixten,,SATB or more,Swedish,Gehrmans,Körakademin,29,,,https://scorx.org/Product/Product?Id=22,http://www.gehrmans.se/butik/kor/en-valsignelse
En ängel hälsar till jordens barn,Bengt Isaksson,Ragnwei Axellie,,SAB,Swedish,Gehrmans,Körakademin,2056,,JA,https://scorx.org/Product/Product?Id=4952,
Esmeraldas Bön,Alan Menken,Stephen Schwarz,Daniel Möller,SAA,Swedish,Gehrmans,Körakademin,2126,,,https://scorx.org/Product/Product?Id=5258,
Ett barn är fött på denna dag,Karl-Fredrik Jehrlander,Johan Olof Wallin,,SAB,Swedish,Gehrmans,Körakademin,30,,JA,https://scorx.org/Product/Product?Id=23,http://www.gehrmans.se/butik/kor/ett-barn-ar-fott-10396
Ett litet stycke bröd,Fredrik Sixten,Christina Lövestam,,SATB,Swedish,Gehrmans,Körakademin,31,,,https://scorx.org/Product/Product?Id=24,http://www.gehrmans.se/butik/kor/ett-litet-stycke-brod
Ett litet stycke bröd (A cappella),Fredrik Sixten,Christina Lövestam,,SATB,Swedish,Gehrmans,Körakademin,32,,,https://scorx.org/Product/Product?Id=25,http://www.gehrmans.se/butik/kor/ett-litet-stycke-brod
Ett senapskorn,Fredrik Sixten,Anita Bohl,,SAB,Swedish,Gehrmans,Körakademin,1363,,,https://scorx.org/Product/Product?Id=2832,
Ett steg till,Nadja Eriksson,Nils Holmqvist,Björn Claeson,SAB,Swedish,Gehrmans,Körakademin,599,,,https://scorx.org/Product/Product?Id=947,
Every step of the way,Cynthia Nunn,,,SATB,English,Gospel Start Publishing,Körakademin,1997,,,https://scorx.org/Product/Product?Id=3952,
Ezili,Trad.,,Sten Källman,SAA,Other,Ejeby Förlag,Körakademin,1800,,,https://scorx.org/Product/Product?Id=3584,
Fader i din härlighet,Anders Nyberg,Anders Nyberg,,SATB,Swedish,Peace of Music,Körakademin,713,,JA,https://scorx.org/Product/Product?Id=1136,http://www.peaceofmusic.com/Cms.aspx/Show/136
Fauré Requiem - 1. Introit et Kyrie,Gabriel Fauré,,,SATB,Latin,Körakademin,Körakademin,34,,,https://scorx.org/Product/Product?Id=3034,
Fauré Requiem - 2. Offertoire,Gabriel Fauré,,,SATB,Latin,Körakademin,Körakademin,35,,,https://scorx.org/Product/Product?Id=3035,
Fauré Requiem - 3. Sanctus,Gabriel Fauré,,,SATB,Latin,Körakademin,Körakademin,36,,,https://scorx.org/Product/Product?Id=3036,
Fauré Requiem - 5. Agnus Dei,Gabriel Fauré,,,SATB,Latin,Körakademin,Körakademin,37,,,https://scorx.org/Product/Product?Id=3037,
Fauré Requiem - 6. Libera me,Gabriel Fauré,,,SATB,Latin,Körakademin,Körakademin,38,,,https://scorx.org/Product/Product?Id=3038,
Fauré Requiem - 7. In paradisum,Gabriel Fauré,,,SATB,Latin,Körakademin,Körakademin,39,,,https://scorx.org/Product/Product?Id=3039,
Fey o!,Trad.,,Sten Källman,SATB,Other,Ejeby Förlag,Körakademin,1796,,,https://scorx.org/Product/Product?Id=3566,
Fingerprints,Trad.,,Joakim Arenius,SATB,English,Bubblejam Music Productions,Körakademin,1992,,,https://scorx.org/Product/Product?Id=3957,
Fingerprints,Joakim Arenius,,Joakim Arenius,SATB,English,Bubblejam Music Productions,Körakademin,1992,,,https://scorx.org/Product/Product?Id=3957,
Finvisa,Pelle Hyvlar,,Anna Cederberg-Orreteg,SSAA,Swedish,Ejeby Förlag,Körakademin,1650,,,https://scorx.org/Product/Product?Id=3365,
Fjäriln vingad,Carl Michael Bellman,,Karl-Fredrik Jehrlander,Two-parts,Swedish,Notfabriken/NotPoolen,Körakademin,1642,,,https://scorx.org/Product/Product?Id=3336,
Fredssång i advent,Thomas Ravenscroft,Christina Lövestam,,SATB,Swedish,Gehrmans,Körakademin,580,,JA,https://scorx.org/Product/Product?Id=928,
Freedom is coming,Trad. Sydafrika,Trad.,Anders Nyberg,SATB,English,Peace of Music,Körakademin,724,,JA,https://scorx.org/Product/Product?Id=1147,http://peaceofmusic.com/Cms.aspx/Show/109
Freut euch des Herrn,Heinrich Schütz,,,SATB,German,Upphovsrättsfri,Copyright free,40,,,https://scorx.org/Product/Product?Id=27,
Fri som en fågel,Georg Riedel,Christina Lövestam,,SATB,Swedish,Gehrmans,Körakademin,994,,,https://scorx.org/Product/Product?Id=2443,
Frid på jord,Sofia Karlsson,Sofia Karlsson,Kjell Lönnå,SSAA,Swedish,Gehrmans,Körakademin,1203,,JA,https://scorx.org/Product/Product?Id=2672,
"Frid, ge mig frid",Anders Nyberg,Anders Nyberg,,SATB,Swedish,Peace of Music,Körakademin,707,,,https://scorx.org/Product/Product?Id=1130,http://www.peaceofmusic.com/Cms.aspx/Show/136
Fyra latinska sentenser - Amabit sapiens,Jerker Leijon,Lucius Afranius,,SATB,Latin,Gehrmans,Körakademin,1318,,,https://scorx.org/Product/Product?Id=2787,
Fyra latinska sentenser - Ille dolet vere,Jerker Leijon,Marcus Valerius Martialis,,SATB,Latin,Gehrmans,Körakademin,1317,,,https://scorx.org/Product/Product?Id=2786,
Fyra latinska sentenser - Pax optima rerum,Jerker Leijon,Silius Italicus,,SATB,Latin,Gehrmans,Körakademin,1319,,,https://scorx.org/Product/Product?Id=2788,
"Fyra latinska sentenser - Si vis amari, ama!",Jerker Leijon,Lucius Annaeus Seneca,,SATB,Latin,Gehrmans,Körakademin,1316,,,https://scorx.org/Product/Product?Id=2785,
Fånga mig vind,Gunnar Persson,Gunnar Persson,,SATB,Swedish,Gehrmans,Körakademin,1331,,,https://scorx.org/Product/Product?Id=2800,
För kärlekens skull,Ted Gärdestad,Kenneth Gärdestad,Nills Wallnäs,SATB,Swedish,Ynde,Körakademin,2163,,,https://scorx.org/Product/Product?Id=5423,
Förklädd gud - sats 2,Lars-Erik Larsson,Hjalmar Gullberg,,SATB,Swedish,Gehrmans,Körakademin,41,,,https://scorx.org/Product/Product?Id=28,http://www.gehrmans.se/butik/kor/forkladd-gud-korpartitur-(svenska)
Förklädd Gud - sats 3,Lars-Erik Larsson,Hjalmar Gullberg,,SATB,Swedish,Gehrmans,Körakademin,42,,,https://scorx.org/Product/Product?Id=29,http://www.gehrmans.se/butik/kor/forkladd-gud-korpartitur-(svenska)
Förklädd Gud - sats 4,Lars-Erik Larsson,Hjalmar Gullberg,,SATB,Swedish,Gehrmans,Körakademin,43,,,https://scorx.org/Product/Product?Id=30,http://www.gehrmans.se/butik/kor/forkladd-gud-korpartitur-(svenska)
Förklädd Gud - sats 5,Lars-Erik Larsson,Hjalmar Gullberg,,SATB,Swedish,Gehrmans,Körakademin,44,,,https://scorx.org/Product/Product?Id=31,http://www.gehrmans.se/butik/kor/forkladd-gud-korpartitur-(svenska)
Förklädd Gud - sats 6,Lars-Erik Larsson,Hjalmar Gullberg,,SATB,Swedish,Gehrmans,Körakademin,45,,,https://scorx.org/Product/Product?Id=32,http://www.gehrmans.se/butik/kor/forkladd-gud-korpartitur-(svenska)
Förunderligt och märkligt,Carl Nielsen,Oscar Mannström,,SATB,Swedish,Gehrmans,Körakademin,627,,JA,https://scorx.org/Product/Product?Id=977,
Förvårskväll,David Wikander,Ragnar Jändel,,SATB,Swedish,Gehrmans,Körakademin,647,,,https://scorx.org/Product/Product?Id=997,
Gammal fäbodpsalm,Trad.,,Carl-Bertil Agnestig,SAB,Without text,Gehrmans,Körakademin,1332,,,https://scorx.org/Product/Product?Id=2801,
Gaudete - 1. Gaudete,Anders Öhrwall,,,SATB,Swedish,Gehrmans,Körakademin,239,,JA,https://scorx.org/Product/Product?Id=88,http://www.gehrmans.se/butik/kor/gaudete-korpartitur
Gaudete - 10. Var kristtrogen fröjde sig,Anders Öhrwall,,,SATB,Swedish,Gehrmans,Körakademin,565,,JA,https://scorx.org/Product/Product?Id=913,
Gaudete - 3. In dulci jubilo,Anders Öhrwall,,,SATB,Swedish,Gehrmans,Körakademin,730,,JA,https://scorx.org/Product/Product?Id=1165,
Gaudete - 4a. Det är en ros utsprungen,Anders Öhrwall,,,SATB,Swedish,Gehrmans,Körakademin,220,,JA,https://scorx.org/Product/Product?Id=69,http://www.gehrmans.se/butik/kor/gaudete-korpartitur
Gaudete - 4b. Låt oss fröjdas,Anders Öhrwall,,,SATB,Swedish,Gehrmans,Körakademin,559,,JA,https://scorx.org/Product/Product?Id=907,
Gaudete - 5. Ordet nu är vordet kött,Anders Öhrwall,,,SATB,Swedish,Gehrmans,Körakademin,560,,JA,https://scorx.org/Product/Product?Id=908,
Gaudete - 6. Gloria in excelsis Deo,Anders Öhrwall,,,SATB,Swedish,Gehrmans,Körakademin,561,,JA,https://scorx.org/Product/Product?Id=909,
Gaudete - 7. En jungfru födde ett barn i dag,Anders Öhrwall,,,SATB,Swedish,Gehrmans,Körakademin,562,,JA,https://scorx.org/Product/Product?Id=910,
Gaudete - 8. Gladeligh wij nu siunge tigh,Anders Öhrwall,,,SATB,Swedish,Gehrmans,Körakademin,563,,JA,https://scorx.org/Product/Product?Id=911,
Gaudete - 9. Se vad glädje nu är här,Anders Öhrwall,,,SATB,Swedish,Gehrmans,Körakademin,564,,JA,https://scorx.org/Product/Product?Id=912,
Genom varje andetag,Anders Widmark,Anders Widmark,,SATB,Swedish,Gehrmans,Körakademin,637,,,https://scorx.org/Product/Product?Id=987,
Gjendines bådnlåt,Trad.,Per Mathisson Offvid,Gunnar Eriksson,SATB,Norwegian,Ejeby Förlag,Körakademin,1454,,,https://scorx.org/Product/Product?Id=2995,
Glad såsom fågeln,Prins Gustaf,Herman Sätherberg,,TTBB,Swedish,Gehrmans,Körakademin,624,,,https://scorx.org/Product/Product?Id=974,
Gloria Amen,Guillaume de Machaut,,,SATB,Latin,Upphovsrättsfri,Copyright free,46,,,https://scorx.org/Product/Product?Id=33,
Gloria. Sats 1 - Gloria,John Rutter,,John Rutter,SATB,Latin,Gehrmans,Körakademin,2336,,JA,https://scorx.org/Product/Product?Id=5911,
Gloria. Sats 2 - Domine Deus,John Rutter,,John Rutter,SATB,Latin,Gehrmans,Körakademin,2337,,,https://scorx.org/Product/Product?Id=5910,
Gloria. Sats 3 - Quoniam tu solos sanctus,John Rutter,,John Rutter,SATB,Latin,Gehrmans,Körakademin,2338,,,https://scorx.org/Product/Product?Id=5909,
Glory To Glory,Dee Jones,,,SATB,English,Gospel Start Publishing,Körakademin,1980,,,https://scorx.org/Product/Product?Id=3940,http://www.gospelstart.se/store/category/sjung-gospel-2015-215401
Glory to God,Karin Öberg,Karin Öberg,Karin Öberg,SAB,English,Tribal Music,Körakademin,396,,,https://scorx.org/Product/Product?Id=739,
Gläd dig du Kristi brud,Åke Edvinsson,Johan Olof Wallin,Anders Nyberg,SATB,Swedish,Peace of Music,Körakademin,752,,JA,https://scorx.org/Product/Product?Id=1200,http://peaceofmusic.com/Cms.aspx/Show/7
Glädjens blomster,Hugo Alfvén,Trad.,,SATB,Swedish,Gehrmans,Körakademin,606,,,https://scorx.org/Product/Product?Id=954,
Gläns över sjö och strand,Ivar Widéen,Viktor Rydberg,,SATB,Swedish,Gehrmans,Körakademin,47,,JA,https://scorx.org/Product/Product?Id=34,http://www.gehrmans.se/butik/kor/glans-over-sjo-och-strand
Gläns över sjö och strand,Ivar Widéen,Viktor Rydberg,Henrik Bergion,SSAA or more,Swedish,Gehrmans,Körakademin,817,,JA,https://scorx.org/Product/Product?Id=2266,
Go tell it on the Mountains,Henrik Bergion,,,SSAA or more,English,Gehrmans,Körakademin,814,,JA,https://scorx.org/Product/Product?Id=2263,
Go tell it on the mountains,,,,SATB,Engelska,Wessmans,Körakademin,2476,,JA,https://scorx.org/Product/Product?Id=6177,
Gospelmässa-Agnus Dei,Jonas Öberg,Jonas Öberg,Jonas Öberg,SAB,Latin,Tribal Music,Körakademin,401,,,https://scorx.org/Product/Product?Id=744,
Gospelmässa-Halleluja,Jonas Öberg,Jonas Öberg,Jonas Öberg,SATB,Latin,Tribal Music,Körakademin,402,,,https://scorx.org/Product/Product?Id=745,
Gospelmässa-Kyrie,Jonas Öberg,Jonas Öberg,Jonas Öberg,SAB,Swedish,Tribal Music,Körakademin,403,,,https://scorx.org/Product/Product?Id=746,
Gospelmässa-Sanctus,Jonas Öberg,Jonas Öberg,Jonas Öberg,SAB,Swedish,Tribal Music,Körakademin,404,,,https://scorx.org/Product/Product?Id=747,
Grab The Sun,Joakim Arenius,Joakim Arenius,,SATB,English,Bubblejam Music Productions,Körakademin,2289,,,https://scorx.org/Product/Product?Id=5611,
Greensleeves,Trad.,,Anna Cederberg-Orreteg,Two-parts,English,Notfabriken/NotPoolen,Körakademin,1643,,,https://scorx.org/Product/Product?Id=3337,
Gubben Noach,Carl Michael Bellman,Carl Michael Bellman,Karl-Fredrik Jehrlander,SATB,Swedish,Gehrmans,Körakademin,566,,,https://scorx.org/Product/Product?Id=914,
Gud vill oss väl,Israelisk folkmelodi,,Lars Hernqvist,SAB,Swedish,Gehrmans,Körakademin,49,,,https://scorx.org/Product/Product?Id=36,http://www.gehrmans.se/butik/kor/sab-helt-enkelt-del-1
Gud vår Fader,Jonas Nyström,Åsa Hagberg,,SAB,Swedish,Gehrmans,Körakademin,1976,,,https://scorx.org/Product/Product?Id=3903,
Gud är kärlek utan gränser,Israelisk folkmelodi,,Gunnar Andréasson,SA,Swedish,Gehrmans,Körakademin,50,,,https://scorx.org/Product/Product?Id=38,http://www.gehrmans.se/butik/kor/gud-ar-karlek-utan-granser
"Gud är med dig, Maria",Trad från Italien,,Charles Wood,SATB,Swedish,Gehrmans,Körakademin,51,,JA,https://scorx.org/Product/Product?Id=182,http://www.gehrmans.se/butik/kor/gud-ar-med-dig-maria
Gud är Mysterium,Georg Riedel,Christina Lövestam,,SA,Swedish,Gehrmans,Körakademin,1006,,,https://scorx.org/Product/Product?Id=2455,
"Gud, kom och ge vårt hjärta tröst",Johann Sebastian Bach,Jonas Jonsson,Lars Hernqvist,SAB,Swedish,Gehrmans,Körakademin,242,,,https://scorx.org/Product/Product?Id=91,http://www.gehrmans.se/butik/kor/ge-vart-hjarta-trost-och-fred-air-12104
"Gud, var mig nådig",Kyllikki Solanterä,12 Psaltaren 51:3-4,,SATB,Swedish,Gehrmans,Körakademin,52,,,https://scorx.org/Product/Product?Id=216,http://www.gehrmans.se/butik/kor/gud-var-mig-nadig
Gudspärlan,Lars Åberg,Martin Lönnebo,,SATB,Swedish,Wessmans,Körakademin,1791,,,https://scorx.org/Product/Product?Id=3551,
Gult är hoppet,Nadja Eriksson,Nadja Eriksson,,SSA,Swedish,Gehrmans,Körakademin,589,,,https://scorx.org/Product/Product?Id=937,
Gå i solen,Gullan Bornemark,,Staffan Lindberg,SATB,Swedish,Gehrmans,Körakademin,1085,,,https://scorx.org/Product/Product?Id=2534,
Halleluja,Musik från Karibien,,Lars Hernqvist,SAB,Swedish,Gehrmans,Körakademin,53,,,https://scorx.org/Product/Product?Id=247,http://www.gehrmans.se/butik/kor/sab-helt-enkelt-del-1
Har du kvar din röda cykel,Anders Widmark,Anders Widmark,Cecilia Öhrwall,SAB,Svenska,Gehrmans,Körakademin,2339,,,https://scorx.org/Product/Product?Id=5912,
"Havde je, o havde jeg en dattersøn, o ja!",Wilhelm Stenhammar,Jens Peter Jacobsen,,SATB,Danish,Gehrmans,Körakademin,999,,,https://scorx.org/Product/Product?Id=2448,
Hear my prayer - del 1,Felix Mendelssohn-Bartholdy,Bibeln,,SATB,English,Körakademin,Körakademin,780,,,https://scorx.org/Product/Product?Id=1247,
Hear my prayer - del 2,Felix Mendelssohn Bartholdy,Bibeln,,SATB,English,Körakademin,Körakademin,789,,,https://scorx.org/Product/Product?Id=1250,
Heaven come down,Anders Paulsson,Anders Paulsson,Anders Paulsson,SATB,English,Gehrmans,Körakademin,1675,,,https://scorx.org/Product/Product?Id=3381,http://www.gehrmans.se/butik/kor/heaven-come-down-12283
Hela Världen,Anders Nyberg,Anders Nyberg,Anders Nyberg,SSATB,Swedish,Peace of Music,Körakademin,757,,,https://scorx.org/Product/Product?Id=1205,http://peaceofmusic.com/Cms.aspx/Show/55
Helig,Trad. Argentina,,Lars Hernqvist,SAB,Swedish,Gehrmans,Körakademin,55,,,https://scorx.org/Product/Product?Id=249,http://www.gehrmans.se/butik/kor/sab-helt-enkelt-del-1
"Helig, helig, helig",Franz Schubert,Birgitta Wennerberg-Berggren,Lars Hernqvist,SAB,Swedish,Gehrmans,Körakademin,56,,,https://scorx.org/Product/Product?Id=250,http://www.gehrmans.se/butik/kor/sab-helt-enkelt-del-2
Heliga skaparande,Orlando Gibbons,,,SATB,Swedish,Gehrmans,Körakademin,57,,,https://scorx.org/Product/Product?Id=252,http://www.gehrmans.se/butik/kor/heliga-skaparande
Help me to believe,Karin Öberg,Karin Öberg,Karin Öberg,SAB,English,Tribal Music,Körakademin,397,,,https://scorx.org/Product/Product?Id=740,
Hemligheten,Nadja Eriksson,Nils Holmqvist,Björn Claeson,SAB,Swedish,Gehrmans,Körakademin,603,,,https://scorx.org/Product/Product?Id=951,
Herdarnas kör,Hector Berlioz,,,SATB or more,Swedish,Gehrmans,Körakademin,58,,JA,https://scorx.org/Product/Product?Id=256,http://www.gehrmans.se/butik/kor/herdarnas-kor
Herdepojkens Carol,John Rutter,,,SATB,Svenska,Gehrmans,Körakademin,2413,,JA,https://scorx.org/Product/Product?Id=6017,
"Herre, du hör mig",Vincenzo Bellini,,,SA,Swedish,Gehrmans,Körakademin,59,,,https://scorx.org/Product/Product?Id=279,http://www.gehrmans.se/butik/kor/herre-du-hor-mig
"Herre, till vem skulle vi gå?",Kjell Janunger,Bibeln,,SATB,Swedish,ACKJA Music & Production,Körakademin,1463,,,https://scorx.org/Product/Product?Id=3359,
Herren välsigne oss,Olle Lindberg,,,SATB,Swedish,Gehrmans,Körakademin,1357,,,https://scorx.org/Product/Product?Id=2826,
Herrens närhet,Göte Widlund,Per Axerup,,SATB,Swedish,Gehrmans,Körakademin,574,,,https://scorx.org/Product/Product?Id=922,
Himlen hänger stjärnsvart,Okänd,Okänd,Gunnel Haulin,SSA,Swedish,Gehrmans,Körakademin,975,,JA,https://scorx.org/Product/Product?Id=2424,
Himlen är oskyldigt blå,Ted Gärdestad,Kenneth Gärdestad,Nills Wallnäs,SATB,Swedish,Ynde,Körakademin,2172,,,https://scorx.org/Product/Product?Id=5432,
Himmelriket liknas vid tio jungfrur,Trad,,Anna Cederberg-Orreteg,SSATB,Svenska,Ejeby Förlag,Körakademin,2405,,,https://scorx.org/Product/Product?Id=6025,
Himmelsk musik,John Rutter,,,SATB,Svenska,Gehrmans,Körakademin,2097,,JA,https://scorx.org/Product/Product?Id=5107,
Hold on,Trad.,Trad.,Karin Öberg,SATB,English,Tribal Music,Körakademin,398,,,https://scorx.org/Product/Product?Id=741,
Home,Joakim Arenius,Joakim Arenius,,SATB,English,Bubblejam Music Productions,Bubblejam Music Productions,2264,,,https://scorx.org/Product/Product?Id=5558,
Hoppfull ljus advent,Camilla Wellborg Käck,Maria Sundelius,,SSA,Swedish,Wessmans,Körakademin,1786,,JA,https://scorx.org/Product/Product?Id=3541,
Hosianna,Georg Joseph Vogler,,,SATB,Swedish,Gehrmans,Körakademin,557,,JA,https://scorx.org/Product/Product?Id=905,
Hosianna!,Anna-Karin Klockar,Bibeln,,SAB,Svenska,Gehrmans,Körakademin,2098,,JA,https://scorx.org/Product/Product?Id=5108,
House of the rising sun,Trad.,,Anders Widestrand,Two-parts,English,Notfabriken/NotPoolen,Körakademin,1645,,,https://scorx.org/Product/Product?Id=3339,
How great Thou art,Trad.,Carl Boberg,Joakim Arenius,SATB,English,Bubblejam Music Productions,Körakademin,1993,,,https://scorx.org/Product/Product?Id=3956,
How great Thou art,Trad.,Carl Boberg,Joakim Arenius,SATB,English,Bubblejam Music Productions,Körakademin,1993,,,https://scorx.org/Product/Product?Id=3956,
Hur kan du bli så liten?,Nadja Eriksson,Nils Holmqvist,,SATB,Swedish,Gehrmans,Körakademin,1377,,JA,https://scorx.org/Product/Product?Id=2846,
Här ligger jorden - isn't she lovely,Gunnar Eriksson,,Gunnar Eriksson,SATB,Swedish,Ejeby Förlag,Körakademin,1455,,,https://scorx.org/Product/Product?Id=2996,
Här är gudagott att vara,Gunnar Wennerberg,,Robert Sund,SATB,Swedish,Gehrmans,Körakademin,639,,,https://scorx.org/Product/Product?Id=989,
Här är gudagott att vara,Gunnar Wennerberg,Gunnar Wennerberg,Robret Sund,SSAA,Swedish,Gehrmans,Körakademin,1291,,,https://scorx.org/Product/Product?Id=2760,
Här är gudagott att vara,Gunnar Wennerberg,,Anders Widestrand,Two-parts,Swedish,Notfabriken/NotPoolen,Körakademin,1644,,,https://scorx.org/Product/Product?Id=3338,
Här är vägen till Betlehem,Trad.,Mait Hedberg,,SAB,Swedish,Gehrmans,Körakademin,577,,JA,https://scorx.org/Product/Product?Id=925,
Härlig är jorden,Schlesisk folkvisa,B S Ingemann,Erik Mohlin,SATB,Swedish,Gehrmans,Körakademin,61,,JA,https://scorx.org/Product/Product?Id=433,http://www.gehrmans.se/butik/kor/harlig-ar-jorden-7625
I Ask For Peace In Our Time,Georg Riedel,Claire Newman,Stefan Nilsson,SSAA,English,Gehrmans,Körakademin,2293,,,https://scorx.org/Product/Product?Id=5651,
I Betlehem,Malung Trad.,Anders Nyberg,Anders Nyberg,SATB,Swedish,Peace of Music,Körakademin,1510,,JA,https://scorx.org/Product/Product?Id=3093,http://peaceofmusic.com/Cms.aspx/Show/62
I den stora sorgens famn,Ted Gärdestad,Kenneth Gärdestad,Nills Wallnäs,SATB,Swedish,Ynde,Körakademin,2174,,,https://scorx.org/Product/Product?Id=5434#,
I denna ljuva sommartid,Vickes Karin Matson,Paul Gerhardt,Anders Nyberg,SATB,Swedish,Peace of Music,Körakademin,748,,,https://scorx.org/Product/Product?Id=1196,http://peaceofmusic.com/Cms.aspx/Show/117
I denna ljuva sommartid,Anders Öhrwall,Paul Gerhardt,,SATB,Swedish,Gehrmans,Körakademin,995,,,https://scorx.org/Product/Product?Id=2444,
I dig vi lever och andas,Georg Riedel,Margareta Melin,,SAB,Swedish,Gehrmans,Körakademin,1390,,,https://scorx.org/Product/Product?Id=2850,
I Don't Know Why Jesus Loves Me,Andraé Crouch,,Joakim Arenius,SAT,Engelska,Bubblejam Music Productions,Bubblejam Music Productions,2064,,,https://scorx.org/Product/Product?Id=4973,
I Don't Know Why Jesus Loves Me,Andraé Crouch,Joakim Arenius,,SA,English,Bubblejam Music Productions,Bubblejam Music Productions,2064,,,https://scorx.org/Product/Product?Id=4973,
I folkviseton,Torgny Björk,Nils Ferlin,Robert Sund,SATB,Swedish,Gehrmans,Körakademin,1003,,,https://scorx.org/Product/Product?Id=2452,
I frid och glädje,Johannes Brahms,,,SATB,Svenska,Gehrmans,Körakademin,2096,,,https://scorx.org/Product/Product?Id=5104,
I himmelen,Trad. Sverige,Laurentius Laurinus,Stefan Forssén,SAB,Swedish,Ejeby Förlag,Körakademin,1797,,,https://scorx.org/Product/Product?Id=3568,
"I himmelen, i himmelen",Nils Lindberg,,,SATB,Swedish,Gehrmans,Körakademin,250,,,https://scorx.org/Product/Product?Id=102,
I juletid,Gustaf Nordqvist,Paul Nilsson,,SATB,Swedish,Gehrmans,Körakademin,679,,JA,https://scorx.org/Product/Product?Id=1027,
I midnattstimmen,Puerto Rico Trad,,Karl-Fredrik Jehrlander,SA,Swedish,Gehrmans,Körakademin,63,,JA,https://scorx.org/Product/Product?Id=435,http://www.gehrmans.se/butik/kor/i-midnattstimmen
I påskdagsglädje ljus och glad,Steven van Wye,Steven van Wye,,SATB,Swedish,Gehrmans,Körakademin,2314,,,https://scorx.org/Product/Product?Id=5861,
I påskens glädje,"Vreuchten 1600-tal,",George Ratcliffe Woodward,Austin C Lovelace,SAB,Swedish,Gehrmans,Körakademin,2315,,,https://scorx.org/Product/Product?Id=5862,
I seraillets have,Wilhelm Stenhammar,Jens Peter Jacobsen,,SATB,Danish,Gehrmans,Körakademin,607,,,https://scorx.org/Product/Product?Id=955,
I skogens famn,Elisabeth Engdahl,Karin Klingenstierna,,SATB,Swedish,Gehrmans,Körakademin,2051,,,https://scorx.org/Product/Product?Id=4947,
I tidens slut,Nadja Eriksson,Nils Holmqvist,Björn Claeson,SAB,Swedish,Gehrmans,Körakademin,605,,,https://scorx.org/Product/Product?Id=953,
I välsignan och fröjd - 1. Tre lå,A. Claesson,,Hans Kennemark,SATB,Swedish,Argument,Körakademin,1776,,,https://scorx.org/Product/Product?Id=3482,http://www.argument.se/
I välsignan och fröjd - 11. O Guds lamm,A. Claesson,,Hans Kennemark,SATB,Swedish,Argument,Körakademin,1783,,,https://scorx.org/Product/Product?Id=3489,http://www.argument.se/
I välsignan och fröjd - 14. Välsignelsen,J.H. Andersson,Alf Hambe,Hans Kennemark,SATB,Swedish,Argument,Körakademin,1784,,,https://scorx.org/Product/Product?Id=3490,http://www.argument.se/
